artifact_id,text,evidence_type,timestamp,gold_controls,gold_rationale
1687,Cloud infrastructure encryption policy mandates use of hardware security modules for master key protection. Implementation review shows 78% of encryption keys properly stored in HSM. Remaining keys stored in software-based key management service due to performance concerns with HSM latency for high-throughput workloads. Risk acceptance documentation incomplete.,config,2025-10-06T01:10:00Z,SC-28;SC-12,Encryption implementation and key management partially compliant.
1688,Incident response plan updated with new communication procedures; team trained on changes,ticket,2025-10-06T12:09:38Z,IR-4;IR-5,Incident response procedures updated and team trained.
1689,TLS certificate for public API expires in 3 days; renewal process initiated,config,2025-10-13T12:51:18Z,SC-8;SC-13,Impending certificate expiration addressed proactively.
1690,Application security testing integrated into deployment pipeline; critical flaws block release; pipeline updated and tested.,config,2025-11-11T11:15:00Z,SA-11;SI-2,Secure development pipeline prevents vulnerable deployments.
1691,Biometric authentication feature disabled after system upgrade; reverted to password-only mode.,config,2025-09-25T02:00:00Z,IA-2,Identification and authentication strength reduced.
1692,Guest wireless network design documentation indicates WPA2-PSK authentication with shared passphrase rotated quarterly. Network isolation implemented through VLAN segmentation but DHCP scope permits access to internal DNS servers. Captive portal system logs guest acceptance of terms but does not capture identifying information.,ticket,2025-10-02T05:00:00Z,AC-18,Wireless access has isolation but monitoring gaps.
1693,User access request approved but role assignments exceed minimum necessary privileges; access review scheduled to correct permissions.,ticket,2025-11-10T17:00:00Z,AC-2;AC-6,Access granted violates principle of least privilege.
1694,Configuration monitoring detected deviation from security baseline on web server; unnecessary services were enabled; a remediation ticket was created.,log,2025-11-15T11:15:00Z,CM-2;CM-6;CM-8,Configuration drift detected; non-compliant settings found; monitoring alerted and ticket created.
1695,Security awareness training completed by 87% of employees; phishing simulation analyzed,ticket,2025-10-07T14:37:32Z,AT-2;AT-3,Security training metrics show good completion rate.
1696,Operating system hardening baseline version 3.2 deployed to test environment for validation. Configuration includes 142 security settings covering kernel parameters and service disablement. Automated compliance scanning scheduled to verify 100% adherence before production rollout planned for next maintenance window.,config,2025-09-30T10:10:00Z,CM-6,Configuration settings baseline undergoing validation process.
1697,SSH access restricted to specific IP ranges; key-based authentication enforced,config,2025-10-12T14:12:42Z,AC-17;SC-8,Remote access restricted with encrypted connections.
1698,Vulnerability scan report identified 10 critical CVEs on the public-facing web servers; patches are available but have not been applied; a change request has been created to schedule patching.,ticket,2025-10-28T14:35:13Z,RA-5;SI-2;CM-3,Critical vulnerabilities found; patching required; change process initiated.
1699,"Identity management system automated the provisioning of a new user account. Access was granted based on the user's HR record which assigned them to the ""Sales"" role and associated file shares.",ticket,2025-09-21T11:56:50Z,AC-2;AU-3,Account provisioning automated based on authoritative source.
1700,Application security testing identified SQL injection vulnerability; remediation planned; code branch protected.,config,2025-11-12T12:45:00Z,SA-11;SI-4,Critical vulnerability identified in application code.
1701,Configuration management baseline documents reference architecture version 4.1 last updated 18 months ago. Current production environment has diverged significantly due to incremental changes not reflected in documentation. Architecture review board chartered to reconcile as-built configuration with documented standards and update baseline.,config,2025-10-04T13:00:00Z,CM-2,Baseline configuration documentation severely outdated.
1702,Cloud storage bucket configured with encryption at rest; customer-managed keys were enabled with a rotation policy; the configuration was verified.,config,2025-11-15T10:45:00Z,SC-28;SC-12;CM-6,At-rest encryption with proper key management; configuration verified; change managed.
1703,Binary executable hash verification failed; file signature differs from approved baseline.,log,2025-09-22T04:50:00Z,SI-7,Software integrity verification detected unauthorized change.
1704,TLS configuration on mail server updated to disable SSLv3; weak ciphers were also removed from the configuration; the service was restarted.,config,2025-11-15T10:00:00Z,SC-8;SC-13;CM-6,Weak encryption protocols and ciphers disabled; secure configuration enforced; change managed.
1705,Security log shows 10 failed login attempts for admin account from IP 192.168.1.100; the account was not locked out; the source IP is internal.,log,2025-11-08T12:42:17Z,AC-7;AU-6;AC-6,Account lockout policy not functioning; internal source requires investigation; audit review needed.
1706,"The annual incident response tabletop exercise was completed. The scenario simulated a massive data breach and the team's performance in communication and containment was rated as ""needs improvement"".",ticket,2025-09-21T08:07:32Z,IR-4;IR-5,Incident response training identified areas for improvement.
1707,The API gateway was reconfigured to implement rate limiting. A new policy was set to allow 100 requests per minute per IP address with a burst limit of 200 to mitigate denial-of-service attempts.,config,2025-09-20T15:51:06Z,SC-5;SC-7,Traffic throttling implemented to protect against DoS.
1708,Vulnerability scan identified 15 critical CVEs on web servers; patches not applied due to change freeze; change request created.,ticket,2025-11-10T14:00:00Z,RA-5;SI-2,Critical vulnerabilities remain unpatched due to policy.
1709,Critical security patches deployed to 167 of 178 servers within 72-hour SLA. 11 systems excluded due to application vendor compatibility concerns.,log,2025-10-17T14:20:00Z,SI-2,Flaw remediation mostly completed with exceptions.
1710,Security baseline applied to all new workloads; CIS benchmarks implemented via automation; compliance monitored.,log,2025-11-11T09:30:00Z,CM-2;CM-6,Baseline configuration enforced through automation.
1711,High-priority security incident #6847 involved unauthorized data access by former employee whose account termination was delayed 5 days past employment end date. Incident response completed within defined timeframes. Post-mortem identified HR-to-IT notification process breakdown. Process improvement includes automated identity lifecycle management integration with HR system.,ticket,2025-10-07T03:35:00Z,IR-4,Incident handling revealed provisioning process gap.
1712,Web application firewall deployed with custom rules; OWASP protections enabled,config,2025-10-19T15:10:48Z,SC-7;SI-4,Application-layer firewall deployed for common threats.
1713,The NTP service on all Linux servers was reconfigured to use a pool of internal time sources; this change was made to reduce dependency on external time servers.,log,2025-11-05T07:51:27Z,AU-8;CM-6;CM-2,Time source configuration changed for resilience; configuration managed; baseline updated.
1714,Change implemented without rollback plan; system instability occurred,ticket,2025-10-16T13:52:50Z,CM-3;CM-8,Change deployed without proper rollback procedures.
1715,User account r.garcia was created with a temporary password. The user was required to change the password at first login and MFA was enforced.,ticket,2025-09-26T14:48:36Z,AC-2;IA-2,Secure account creation process followed.
